,Script,Era
201938," Rita, please! Please! Please. ",Modern
189261, I'm the Doctor. You need me. Check your memory banks. My name's the Doctor. Leave this man alone. The Doctor is me! ,Modern
234732, Okay! ,Modern
190094," Oh, she doesn't mind. ",Modern
231340," I have seen you with your wand, raising your kin from the dead. ",Modern
219958, I guarantee the safety of Clara Oswald. She will be under my personal protection. That is absolute.  ,Modern
171701," I'm the Doctor, and I cured them.   That's right. Hey, there we go, sweetheart. Go to him. Go on, that's it. That's it. It's a new sub-species, Cassandra. A brand new form of life. New humans! Look at them. Look! Grown by cats, kept in the dark, fed by tubes, but completely, completely alive. You can't deny them, because you helped create them. The human race just keeps on going, keeps on changing. Life will out! Ha! ",Modern
235877, All right.  ,Modern
231722," Graham's right. For all we know, he took Erik. And now you want us to follow that nutter into the dark? ",Modern
168257," Redundant in the year two thousand nineteen, replaced ",Modern
204891," All right, clear! ",Modern
220189, Clara  ,Modern
192737, Why are we doing this? ,Modern
195395," It's just er, that was quite a good. Oh, no. On you go.   Okay. Okay. Right. Amy, make Mister Van Gogh comfortable. Don't let any invisible monsters in through the front door. ",Modern
236692, Please. Run. Get to your ship. ,Modern
239733, You okay?  ,Modern
193186, Up. Up. Look up. ,Modern
222590, Time?,Modern
232627, We followed your signal.,Modern
239164, Di. ,Modern
238582, Birkenhead. ,Modern
203910," Riddell, listen. I've found, well, something. ",Modern
175744," Oh. That was about two months ago. Just happened. Woke up one morning, and there they all were. Ghosts, everywhere. We all ran round screaming and that. Whole planet was panicking. No sign of you, thank you very much. Then it sort of sank in. It took us time to realise that we're lucky. ",Modern
206996, Could we have a lift? ,Modern
222993, Not a parallel world. ,Modern
184723," It must be the Sontarans. If they can trace that, they can isolate the ATMOS. ",Modern
190730," Not bad, eh? Me next. ",Modern
194097," Listen to me. Trust nothing. From now on, trust nothing you see, hear or feel. ",Modern
211178," Clara Oswald, do I really not pay you?",Modern
208843, Me. The other me. The one I don't talk about. ,Modern
212291, Seriously?,Modern
201750," Okay, this is bad. At the moment, I don't know how bad, but certainly we're three buses, a long walk and eight quid in a taxi from good. Are there any more of you? ",Modern
169999," Careful now. Oh! Oh, mind yourself! Oh, that's the transmat. It scrambles your head. I was sick for days. All right? So, what's your name then, sweetheart? ",Modern
182237, Regressing into children. But it didn't work. The universe was collapsing around them.,Modern
177985," It's that noise, doesn't it? It's like Kate said. The stories, they're true. ",Modern
203933, You materialised around us. ,Modern
219376, What if he's really annoying? ,Modern
194380, No. No. Come back. Save him. You save everyone. You always do. It's what you do. ,Modern
235992," There she is. Oi, freak hands, get away from her. ",Modern
191597, Six? ,Modern
202460," Doctor, brave and good, he turned away from violence, when he understood the falling of the Silence.",Modern
240812," No, no. You have to stay here. There's more than one of them. ",Modern
232424, Did it feel like a Happy New Year mates kiss? ,Modern
175503, What's that? ,Modern
213403, Miss? Come in. CLARA   I'm bored. When are you coming back? CLARA   Putting some pictures on Tumblr.  ,Modern
202769, That's enough. We're going to the Receptor Room right at the top of the pyramid. I hope you're ready for a climb. ,Modern
173699, Tommy! Not one word! Get inside now! ,Modern
208911, But the Time War's over. Why have you brought us here to look at a painting? ,Modern
237823," Alert, alert! ",Modern
232960, The nearest shoe shop is one point two miles walking distance. ,Modern
172012, Some form of explosive. ,Modern
221838, I prefer  mild-mannered. ,Modern
175209," Oh, Elton. Don't say that. ",Modern
234194, I'd rather die than tell you. ,Modern
214614," What do you mean, where are we?",Modern
236960," So it's true? The Boundary, it's real? ",Modern
178305, I didn't touch it! ,Modern
222695," What's it doing now? What, what face is it making? ",Modern
223139, Have you ever killed anyone? There's a look in your eyes sometimes that makes me wonder. Have you? ,Modern
183334, Inducer activated. ,Modern
192219, What have you done? ,Modern
185117, Wonderful. ,Modern
214089," I love you, too.",Modern
227581," Oh yeah, I remember. Sorry, half an hour ago I was a white-haired Scotsman. When's the next train due? ",Modern
196469, Sorry. ,Modern
197359, Status update on engine one. ,Modern
191916," No, but I've put a lot of work into it.   Oh, hmm, I don't know. What do you think? ",Modern
205182, Up! ,Modern
198178, I know. ,Modern
172178," Yesterday, I had a twelve year old girl give me the exact height of the Walls of Troy in cubits. ",Modern
193318, Doctor. ,Modern
186203, Anita. ,Modern
199400, She was standing on her own when we got to her. ,Modern
167148," Are there more ships to come? And what is their intention? The authorities are now asking if anyone knows anything. If any previous sighting has been made, then call this number. We need your help. ",Modern
219099, Then we've got a game.,Modern
180004, Martha! ,Modern
206166, You don't have a plan? ,Modern
192198, Ma'am. ,Modern
217773," Ah, yes. Of course.   This is the Fisher King. He and his armies invaded Tivoli and enslaved us for ten glorious years! Until we were liberated by the Arcateenians. But, thank the Gods, soon we'd irritated them so much, they enslaved us, too!  ",Modern
172023, Sir Robert. If I am to die here. ,Modern
210967," These are nanocontrollers. Once we're miniaturised, they take over the molecular compression. When the mission's over, hit the button.  Are you sure you understand?",Modern
230357, Twelve? Eighteen at a push. I can't be sure. ,Modern
200561, Spoilers. ,Modern
225270," Yes, well, I mean, you had free will, and look at what you did with it. Worse than that, you had history.  History was saying to you, look, I've got some examples of fascism here for you to look at. No? Fundamentalism? No?  Oh, okay, you carry on. I had to stop you, or at least not stand in the way of someone else who wanted to, because the guns were getting bigger, the stakes were getting higher, and any minute now it was going to be goodnight, Vienna. By the way, you never delivered that essay, anyway. ",Modern
175073," I shouldn't really, I've got the car outside. ",Modern
212873," There's been a spillage in Geography, I need some paper towels.",Modern
191896," Silence, Doctor. Silence will fall. ",Modern
176885," My golden couple, together at last. Your awful wedded life. Tell me, do you want to be released? ",Modern
212157, It runs in the family.,Modern
207330, He's not captain. We're equal partners. ,Modern
221173, Please! I just need you to get me out of here. ,Modern
186098," No, seriously. It was all let's hit the beach, then suddenly we're in a library. Why? ",Modern
215180, You also have not received the official welcome package.,Modern
168198," No, no, you stick with the Doctor. You'd rather be with him. It's going to take a better man than me to get between you two. Anyway, I'll be on the deck. ",Modern
236593, Every moment will be precious. How can we repay you? ,Modern
185833," She said, the poor little child. Does that mean anything to anyone? ",Modern
197958," Do you even know why you're doing this, eh? Can you even remember the warehouse? ",Modern
212535, Exactly. There must be some logic.,Modern
209984," Other fish in the sea, that's what I'm saying. ",Modern
239525," Division uses everything and everyone. Every species, every world, every moment. They are everywhere, present and unseen. Division is unstoppable.",Modern
180172, Africa. Your father. ,Modern
232769, I'm going to find that creature.,Modern
190778," And so it came to pass that the players took their final places, making ready the events that were to come. The madman sat in his empire of dust and ashes, little knowing of the glory he would achieve. While his saviour looked upon the wilderness, in the hope of changing his inevitable fate. Far away, the idiots and fools dreamt of a shining new future. A future now doomed to never happen. As Earth rolled onwards into night, the people of that world did sleep, and shiver, somehow knowing that dawn would bring only one thing. The final day.",Modern
174252, Evening. ,Modern
187178, You don't have to talk. ,Modern
203222," Oh, it's funny, isn't it. It's sort of tingly. ",Modern
171176," Hold on, that's English. ",Modern
168805, I know there's a war on. Don't push me. ,Modern
219335, And we're off! Fingers on buzzers! Are you feeling lucky? Are you ready to play the game? Who's going to be quickest? Who's going to be luckiest? ,Modern
237305," That's the way it has to be. And I would do that in a heartbeat for this universe. For you, my fam. ",Modern
218084, You almost had me talking. Talk is for cowards.   ,Modern
