"","Character","Script","Script_lemm"
"78184","DOCTOR3"," Well, you wouldn't be aware of it, of course, because your time had slowed down too. ","well aware course time slow"
"78186","DOCTOR3"," Yes, so it would seem. After all, it did make a crack in time, didn't it? ","yes would seem make crack time"
"78189","DOCTOR3"," Yes, exactly. We're bound to experience all kinds of freak side effects. ","yes exactly bound experience kind freak side effect"
"78195","DOCTOR3"," Well, you stand right under a fountain, you don't necessarily get wet, do you? ","well stand right fountain necessarily get wet"
"78206","DOCTOR3"," Well, he must be stopped. ","well must stop"
"78208","DOCTOR3"," Because we can't even find out what he's up to without the Tardis. A bottle. I need a bottle. ","even find without tardis bottle need bottle"
"78210","DOCTOR3"," No, no, that won't do. One with a narrow neck. A wine bottle. ","one narrow neck wine bottle"
"78212","DOCTOR3"," Yes, that'll do nicely. ","yes nicely"
"78214","DOCTOR3"," Fine. And the cork? ","fine cork"
"78218","DOCTOR3"," Well done. ","well do"
"78220","DOCTOR3"," Delaying tactics, Brigadier. A small fly in the Master's metaphorical ointment.","delay tactic brigadier small fly master metaphorical ointment"
"78223","DOCTOR3"," Do give me a fork, Jo, will you?   Right. So far, so good. ","give fork right far good"
"78232","DOCTOR3"," You're a philistine, Brigadier. It's not meant to be anything. It just is. I hope. ","philistine brigadier mean anything hope"
"78234","DOCTOR3"," No, certainly not. It's a time flow analogue. ","certainly time flow analogue"
"78236","DOCTOR3"," The relationships between the different molecular bonds and the actual shapes form a crystalline structure of ratios. ","relationship different molecular bond actual shape form crystalline structure ratio"
"78240","DOCTOR3"," Patience, Brigadier, patience. Now then, here goes.   Oh dear. ","patience brigadier patience go dear"
"78242","DOCTOR3"," Well, it doesn't work. ","well work"
"78245","DOCTOR3"," Thank you. Tea! Yes, of course. Tea leaves.   Tea leaves.","thank tea yes course tea leave tea leaf"
"78253","DOCTOR3"," Well, it's just like jamming a radio signal, Jo. We used to make them at school to spoil each other's time experiments. ","well like jam radio signal use make school spoil time experiment"
"78255","DOCTOR3"," Ah, well. It was fun while it lasted.","well fun last"
"78278","DOCTOR3"," Believe me, Brigadier, this is no kind of a joke. This is deadly serious. ","believe brigadier kind joke deadly serious"
"78280","DOCTOR3"," Well, don't you see? Roundheads? Horsemen in armour? The Master's using that crystal to bring them back in time. ","well see roundhead horsemen armour master use crystal bring back time"
"78282","DOCTOR3"," Because it would be suicide to go anywhere without the protection of the Tardis. ","would suicide anywhere without protection tardis"
"78284","DOCTOR3"," We'd better go and fetch it. Come on. Come on, Jo. Brigadier, are you coming? ","well fetch come come brigadier come"
"78293","DOCTOR3"," Do buck up, Lethbridge Stewart. ","buck lethbridge stewart"
"78309","DOCTOR3"," Oh yes, it can. Displaced in time, but that's real enough. That's a V1. ","yes displaced time real enough"
"78311","DOCTOR3"," AV1, a doodlebug, a buzzbomb. The Germans used them towards the end of the Hitler war. ","av1 doodlebug buzzbomb german use towards end hitler war"
"78319","DOCTOR3"," Jo, out of the car. Get down. ","car get"
"78334","DOCTOR3"," Jo, can you spare me a moment? ","spare moment"
"78336","DOCTOR3"," Oh, don't worry, Captain. We'll soon have her on her feet again.   Right, Jo, I want you to keep a close eye on this. As soon as you see the slightest reaction, you let me know. ","worry captain soon foot right want keep close eye soon see slight reaction let know"
"78368","DOCTOR3"," He must be testing before take off. The power drain would have been enormous. Brigadier? ","must test take power drain would enormous brigadier"
"78370","DOCTOR3"," The Master seems to be on the move again. ","master seem move"
"78372","DOCTOR3"," No, no, there's no time for that now. I'll have to take the Tardis off from down there. I'll use the time sensor as a homing device and put my Tardis inside his. Then wherever he goes, I'll go with him.   Well, goodbye, Lethbridge Stewart. ","time take tardis use time sensor home device put tardis inside wherever go well goodbye lethbridge stewart"
"78374","DOCTOR3"," I'll make contact as soon as possible. ","make contact soon possible"
"78378","DOCTOR3"," Nothing I can say to dissuade you? ","nothing say dissuade"
"78384","DOCTOR3"," Oh, just a spot of redecoration, that's all. Now, Jo, you realise that what I'm about to do is going to be appallingly dangerous.","spot redecoration realise go appallingly dangerous"
"78386","DOCTOR3"," All right, but you've been warned. ","right warn"
"78388","DOCTOR3"," Thank you. Right. Now then, come over here and look at this. ","thank right come look"
"78390","DOCTOR3"," Now, the two Tardis's are operating on the same frequency, you see? Now here comes the tricky part. You see this? ","two tardis operating frequency see come tricky part see"
"78392","DOCTOR3"," This is the time setting. Now it's critical to a billionth part of a nanosecond, do you see? ","time set critical billionth part nanosecond see"
"78394","DOCTOR3"," Now hold this.   If it's infinitesimally low, we'll miss it entirely and goes whistling off to heaven knows where. But if it's too high, even by a fraction of a moment, whumph! Time ram.","hold infinitesimally low miss entirely go whistle heaven know high even fraction moment whumph time ram"
"78396","DOCTOR3"," Yes. You see, the atoms making up this Tardis would occupy precisely the same space and time as the atoms making up the Master's Tardis. ","yes see atom make tardis would occupy precisely space time atom make master tardis"
"78398","DOCTOR3"," Yes, well of course it is. So what do you think would happen? ","yes well course think would happen"
"78400","DOCTOR3"," Yes, exactly. Extinction. Utter annihilation. Now do you still want to come? ","yes exactly extinction utter annihilation still want come"
"78402","DOCTOR3"," Glad to have you aboard, Miss Grant. ","glad aboard miss grant"
"78405","DOCTOR3"," Ah ha. Yes. Yes, so far, so good. ","yes yes far good"
"78407","DOCTOR3"," Well, that's the curious thing. No time at all. We're outside time. Of course, it always seems to take a long time but that depends upon the mood, I suppose. ","well curious thing time outside time course always seem take long time depend upon mood suppose"
"78411","DOCTOR3"," It depends what you mean by alive, doesn't it. You take old Bessie, for instance. Right, coming in to land now, Jo.   Steady. ","depends mean alive take old bessie instance right come land steady"
"78413","DOCTOR3"," Oh dear, oh dear, oh dear. Still, that was always on the cards. I suppose. ","dear dear dear still always card suppose"
"78415","DOCTOR3"," Yes, quite. Very curious effect that. I wonder how it happened? Jo, switch on the monitor, will you? Let's see where we are.   Well, that's strange. No, of course. We're seeing through the TOM-TIT gap into the time vortex. Jo, you wait right here.","yes quite curious effect wonder happen switch monitor let see well strange course see tom tit gap time vortex wait right"
"78416","DOCTOR3"," Good grief. Jo, come out here a moment, will you? ","good grief come moment"
"78420","DOCTOR3"," Well, it's perfectly simple, Jo. My Tardis is inside the Master's. ","well perfectly simple tardis inside master"
"78422","DOCTOR3"," Exactly. They're both inside each other. Yeah, I should have suspected that. ","exactly inside yeah suspect"
"78424","DOCTOR3"," Three guesses? ","three guess"
"78426","DOCTOR3"," Right first time!","right first time"
"78445","DOCTOR3"," We're on our way, Jo. The Master's taken off for Atlantis. ","way master take atlantis"
"78447","DOCTOR3"," It's because the Tardis is operating out of phase, that's why.   That's calmed her down a bit. She's very temperamental when she's roused, isn't she. ","tardis operate phase calm bit temperamental rouse"
"78449","DOCTOR3"," Sorry about your coccyx, Jo, but these little things are sent to try us. ","sorry coccyx little thing send try"
"78451","DOCTOR3"," Coccyx. Your tailbone. ","coccyx tailbone"
"78495","DOCTOR3"," Well, I thought we might have a little chat. ","well think might little chat"
"78497","DOCTOR3"," One step outside my Tardis and that would be the end of me, wouldn't it? ","one step outside tardis would end"
"78499","DOCTOR3"," You've noticed. Well, well, well. ","notice well well well"
"78501","DOCTOR3"," Do you think that I haven't thought of that too? You're as trapped as I am. You couldn't even open that door of yours unless I wish it. ","think think trapped even open door unless wish"
"78503","DOCTOR3"," Do you really think I care what happens to me at the moment? Don't you realise that your plans could ru ","really think care happen moment realise plan could"
"78509","DOCTOR3"," He's not even listening. He's turned the sound off. ","even listen turn sound"
"78511","DOCTOR3"," We've got to make him listen. It's our only chance of stopping him. ","get make listen chance stopping"
"78515","DOCTOR3"," If he's turned his sound receiver off, I must make myself heard without it.   If the thraskin puts his fingers in his ears, it is polite to shout. That's an old Venusian proverb. ","turn sound receiver must make heard without thraskin put finger ear polite shout old venusian proverb"
"78517","DOCTOR3"," Thraskin? Oh, it's an archaic word, seldom used since the twenty fifth dynasty, the modern equivalent is plinge. ","thraskin archaic word seldom use since twenty fifth dynasty modern equivalent plinge"
"78519","DOCTOR3"," Oh, for heaven's sake, Jo, I've just told you. It means thraskin. ","heaven sake told mean thraskin"
"78560","DOCTOR3"," Testing, testing, testing. One, two, three, four, five, testing. ","test test test one two three four five testing"
"78563","DOCTOR3"," Yes, and he can't turn me off, can you? You've got to listen to me now. ","yes turn get listen"
